scheme,event_id,visa_fee_schedule,cf_fee_id,description,billing_cycle,uom,recovery,product,rate_currency,rate,old_invoice_type,old_service_code_id_or_vi_billing_level,old_service_code_description_or_vi_billing_level,comment_or_actions,edit_table,new_fee_guide_type,new_section_name_level_1,new_subsection_name_level_2
VI,3J4274062,Non-Regulated Business Unit,,NON EEA POS CANCELLATION - INTRA REGIONAL SWISS,Monthly,,A,,,,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3CSF02833,Scheme Business Unit,,ACQUIRER INNOVATION AND MARKET DEVELOPMENT FEE - ITALY,,PRERATE,,,,,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,,,General Fee Schedule ,Mandatory Service Components,Innovation and Market Development Fee
VI,3F3516713,Non-Regulated Business Unit,,NON EEA PURCHASE ORIGINAL - INTRA REGIONAL MICROSTATES,Monthly,PER TRN,,,,,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4212440,Processing Business Unit,,FEE COLLECTION - INTRA REGIONAL,,PER TRN,,,,,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4296050,Unregulated,,EXCESS REATTEMPTED TRANSACTIONS (DOMESTIC/INTRA - REGIONAL),Monthly,Per Tx (PPT) ,A,ALL,USD,0.1,Unregulated,OPTIONAL SERVICE ELEMENTS ,SYSTEM INTEGRITY FEES**,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,System Integrity Fees
VI,3J4296051,Unregulated,,EXCESS REATTEMPTED TRANSACTIONS (DOMESTIC/INTRA - REGIONAL),Monthly,Per Tx (PPT) ,A,ALL,USD,0.15,Unregulated,OPTIONAL SERVICE ELEMENTS ,SYSTEM INTEGRITY FEES**,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,System Integrity Fees
VI,3J4296052,Unregulated,,EXCESS REATTEMPTED TRANSACTIONS (DOMESTIC/INTRA - REGIONAL),Monthly,Per Tx (PPT) ,A,ALL,USD,0.1,Unregulated,OPTIONAL SERVICE ELEMENTS ,SYSTEM INTEGRITY FEES**,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,System Integrity Fees
VI,3J4296053,Unregulated,,EXCESS REATTEMPTED TRANSACTIONS (DOMESTIC/INTRA - REGIONAL),Monthly,Per Tx (PPT) ,A,ALL,USD,0.15,Unregulated,OPTIONAL SERVICE ELEMENTS ,SYSTEM INTEGRITY FEES**,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,System Integrity Fees
VI,3J4296057,Unregulated,,EXCESS REATTEMPTED TRANSACTIONS (DOMESTIC/INTRA - REGIONAL),Monthly,Per Tx (PPT) ,A,ALL,USD,0.15,Unregulated,OPTIONAL SERVICE ELEMENTS ,SYSTEM INTEGRITY FEES**,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,System Integrity Fees
VI,3J4288208,Non- Regulated Business Unit ,ATM CLR NO ACCESS FEE,INTER REGIONAL CASH WITHDRAWAL WITHOUT ACCESS FEE NON EEA MICROSTATE,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.2,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule,Clearing and Settlement,Acquirer—Clearing and Settlement
VI,3J4289405,Non-Regulated Business Unit,ATM CRSS-BORD,NON EEA INTRA REGIONAL ATM - CASH BASE MICROSTATES,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0045,Non-Regulated Business Unit,Mandatory Service Components **,International ATM**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3J4216742,,,NON EEA INTRA-REGIONAL CHARGEBACK  ACQUIRER SWISS,Ad Hoc,PER TRN,,,EUR,0.05,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3516820,,,CASH CHARGEBACK REVERSAL - INTRA REGIONAL,,PER TRN,,,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3J4289406,Mandatory service ,,NON EEA INTRA REGIONAL ATM - CASH ENHANCED MICROSTATES,,PERCENT,,,EUR ,0.01,,,,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3B1102130,Non-Regulated Business Unit,INT CNP,ACQUIRER NON EEA INTERNATIONAL CARD NOT PRESENT MICROSTATES,Daily,Per Tx (PPT) ,,ACQ,USD,0.0055,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,International CNP Fee,,,General Fee Schedule ,Mandatory Service Components,International Card-Not-Present (CNP)
VI,3B1102139,Non-Regulated Business Unit,,RECURRING TRANSACTIONS—VISA ACCOUNT UPDATER (VAU) - ACQUIRER FEE **,Annual,PRERATE,,ISS,EUR,,"Scheme Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,RECURRING TRANSACTIONS—VISA ACCOUNT UPDATER (VAU) - ACQUIRER FEE **,,,General Fee Schedule,Mandatory Service Components,Recurring Transactions - Visa Account Updater (VAU)
VI,3J4288207,,,INTER REGIONAL CASH WITHDRAWAL WITH ACCESS FEE NON EEA MICROSTATE,,Per Tx (PPT) ,,ACQ,EUR,,General Fee Schedule,Clearing and Settlement,Acquirer—Clearing and Settlement,,,General Fee Schedule,Clearing and Settlement,Acquirer—Clearing and Settlement
VI,3F3617200,Processing Business Unit,,ACQUIRER—CLEARING AND SETTLEMENT **,Ad Hoc,Per Tx (PPT) ,,ACQ,EUR,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3618900,Processing Business Unit,,CREDIT CHARGEBACK REVERSAL - DOMESTIC,Ad Hoc,Per Tx (PPT) ,,BOTH,EUR,,Processing Fee Schedule,Clearing and Settlement,Reversals,,,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3C2121387,N/A,,APR5100—Issuer and Stand-In Authorization Summary,,,,,,,,,APR5100—Issuer and Stand-In Authorization Summary,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,VIP and Integrity Fee Reporting
VI,3J4255125,N/A,,DOMESTIC VERIFICATIONS- ACQUIRER,Monthly,,,,,,,,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Account Verification (AV)
VI,3J4255126,N/A,,INTERREGIONAL VERIFICATIONS- ACQUIRER,Monthly,,,,,,,,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Account Verification (AV)
VI,3H4010121,"General Fee Schedule Business Unit, Non-Regulated Business Unit",,PRE - COMPLIANCE QUESTIONNAIRE/RESPONSE QUESTIONNAIRE,,,,,,,,,,,,General Fee Schedule,Mandatory Service Components,Visa Resolve Online Transaction and Case Filing Fees
VI,3J4255122,N/A,,INTERREGIONAL VERIFICATIONS - ISSUER,Monthly,,,,,,,,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Account Verification (AV)
VI,3J4255121,N/A,,DOMESTIC VERIFICATIONS –ISSUER,Monthly,,,,,,,,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Account Verification (AV)
VI,3J4255128,N/A,,INTRAREGIONAL VERIFICATIONS- ACQUIRER,Monthly,,,,,,,,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Account Verification (AV)
VI,3F3618400,Processing Business Unit,,CREDIT REPRESENTMENT REVERSAL - DOMESTIC,Monthly,,,,,,,,,,,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3J4260820,Processing Business Unit,,FEE COLLECTION-DOMESTIC,,,,,,,,,,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4260840,Processing Business Unit,,FUNDS DISBURSEMENT-DOMESTIC,,,,,,,,,,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3529368,N/A,,SWISS ISSUER ISA POS CNP DEBIT MC ( BL for UK GIBRALTAR),,,,,,,,,,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3H4095054,VTS ACQUIRER AUTHENTICATION SERVICE FEE,,,Monthly,,,ACQ,,,General Fee Schedule,Acquirer Optional Service Elements,VTS Acquirer Authentication Fee ,,,General Fee Schedule,Acquirer Optional Service Elements,VTS Acquirer Authentication Fee 
VI,3J4275240,Processing Business Unit,,CHARGEBACK REVERSAL - INTRA REGIONAL,,,,ACQ,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4288860,Processing Business Unit,ACQUIRER—CLEARING AND SETTLEMENT **,CHARGEBACK REVERSAL - INTERNATIONAL,,,,ACQ,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3529340,,,International Service Assessment (ISA) ** ( BL for UK GIBRALTAR),,,,,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA),,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3J4275225,,REVERSAL,NON EEA FINANCIAL REVERSAL - INTRA REGIONAL MICROSTATE Access fees,Monthly,Per Tx (PPT) ,B,ALL,EUR,,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3D2650520,General Fee Schedule ,,NON EEA INTRA REGIONAL ATM - CASH BASE - VPAY ONLY MICROSTATES,,,,,,,General Fee Schedule ,Mandatory Service Components,International ATM,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,"
3J4255128",General Fee Schedule,,INTRAREGIONAL VERIFICATIONS- ACQUIRER,,,,,EUR,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Account Verification (AV),,,#N/A,#N/A,#N/A
VI,3B1103152,General Fee Schedule,ACQUIRER—CLEARING AND SETTLEMENT **,Non-Domestic Settlement Volume Fee1,Monthly,Per Tx (PPT) ,,ACQ,,,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule,Mandatory Service Components,Non-Domestic Currency Settlement Volume Fee
VI,3CSF02805,General Fee Schedule,Issuer and Acquirer Optional Service Elements,ISSUER INNOVATION AND MARKET DEVELOPMENT VOLUME FEE - GERMANY,Quarterly,,,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3VAS00500,General Fee Schedule,Issuer and Acquirer Optional Service Elements,"VISA SECURE TEST SUITE BASE SUBSCRIPTION FEE (START DATE: JUL2022, END DATE: 90DAYS) ORDER ID: PDF_ORDER_FORM",Ad Hoc,,,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,
VI,3D2650523,General Fee Schedule ,Mandatory Service Components,NON EEA INTRA REGIONAL ATM - CASH ENHANCED - VPAY ONLY MICROSTATES,Monthly,,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,
VI,3J4296003,General Fee Schedule,Issuer and Acquirer Optional Service Elements,NON-CHIP TERMINAL DOMESTIC TRANSACTIONS,Monthly,,,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,,,,General Fee Schedule ,Mandatory Service Components,
VI,3J4296004,General Fee Schedule,Issuer and Acquirer Optional Service Elements,NON-CHIP TERMINAL INTERNATIONAL TRANSACTIONS,Monthly,,,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,
VI,3F3529309,General Fee Schedule ,Mandatory Service Components,ISSUER SHARE OF ISA-NON EEA INTRA-REGIONAL MC  UK GIBRALTOR,Monthly,,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule,Mandatory Service Components,
VI,3F3528904,General Fee Schedule ,Mandatory Service Components,NON EEA INTERNATIONAL ACQUIRING FEE ( BL for UK GIBRALTAR),Monthly,,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3B1102147,General Fee Schedule ,Mandatory Service Components,ACQUIRER NON EEA INTERNATIONAL CARD NOT PRESENT UK GIBRALTOR,Quarterly,,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3B1103151,General Fee Schedule ,Issuer and Acquirer Optional Service Elements,Non-Domestic Currency Settlement Volume Fee,Monthly,,,,,,General Fee Schedule ,Issuer and Acquirer Optional Service Elements,,,,General Fee Schedule ,Mandatory Service Components,
,3J4216741,Non-Regulated Business Unit,Clearing And Settlement **,NON EEA INTRA-REGIONAL CHARGEBACK  ACQUIRER,,,,,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement,,,General Fee Schedule ,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3D2653010,Processing Fee Schedule ,,AGS SWITCH FEES FOR EU - AMEX SWITCHING,Monthly,Per Tx (PPT) ,,ACQ,EUR,,Processing Fee Schedule ,Authorization,Switching Transactions **,,,Processing Fee Schedule ,Authorization,Switching Transactions **
VI,3D2653040,Processing Fee Schedule ,,AGS SWITCH FEES FOR EU – DINERS CLUB SWITCHING,Monthly,Per Tx (PPT) ,,ACQ,EUR,,Processing Fee Schedule ,Authorization, Switching Transactions,,,Processing Fee Schedule ,Authorization, Switching Transactions
VI,3D2653101,Processing Fee Schedule ,,AGS SWITCH FEES FOR EU – JCB SWITCHING,Monthly,Per Tx (PPT) ,,ACQ,EUR,,Processing Fee Schedule ,Authorization, Switching Transactions,,,Processing Fee Schedule ,Authorization, Switching Transactions
VI,3Q6561906,General Fee Schedule ,,HIGH-BRAND RISK MERCHANT ANNUAL RENEWAL FEE,Annual ,,,,,,General Fee Schedule,Acquirer Optional Service Elements,High-Brand Risk Merchant Registration Fee,,,General Fee Schedule,Acquirer Optional Service Elements,High-Brand Risk Merchant Registration Fee
VI,3F3528905,General Fee Schedule ,Mandatory Service Components,NON EEA INTERNATIONAL ACQUIRING FEE MICROSTATES,,,,,,,General Fee Schedule ,Mandatory Service Components,International Acquiring (Service Fee),,,General Fee Schedule ,Mandatory Service Components,International Acquiring (Service Fee)
,3J4216745,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING INTRA REGIONAL OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
,3J4216744,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020002,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020005,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020024,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020027,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020010,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020008,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020030,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020014,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020032,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020022,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020067,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020019,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4020026,General Fee Schedule ,Mandatory Service Components,VISA DIRECT ACQUIRING DOMESTIC OCT,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3VAS03154,General Fee Schedule ,Mandatory Service Components,ACQUIRER MULTI-CURRENCY SETTLEMENT CHARGE,Monthly,Per Tx (PPT) ,,,,,General Fee Schedule ,Mandatory Service Components,,,,General Fee Schedule ,Mandatory Service Components,
VI,3CSF02771,Scheme Business Unit,INV-MKTDEV,ISSUER INNOVATION AND MARKET DEVELOPMENT FEE - ROMANIA,Quarterly,,B,ACQ,EUR,,,,,,,,Mandatory Service Components,Innovation and Market Development Fee
VI,3F3523600,Processing Fee Schedule,Clearing and Settlement,RETURNED ITEMS CREDIT - RC 'AD',Ad hoc,,,,,,,,,,,Processing Fee Schedule,Clearing and Settlement,
VI,3VAS70000,General Fee Schedule,,CVV2 - ACQUIRER FEE,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.0025,,,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,VIP and Integrity Fee Reporting
VI,5F3529452,,,INTERNATIONAL ACQUIRING FEE (BASE II) - INTER-REGIONAL ACQUIRER - CASH ENHANCED,AD hoc,,B,ATM,EUR,,,,,,,Non-Regulated Business Unit,Mandatory Service Components,International ATM**
VI,3F4025046,,,2000133535 - CASHFLOWS EUROPE LIMITED - CCM - CLIENT CONFIGURATION MANAGEMENT PROJECT MANAGEMENT - 5000008624,AD hoc,,B,ATM,EUR,,,,Implementation and Certification **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Implementation and Certification
VI,3J4274107,,,NON EEA INTRA-REGIONAL ATM - CASH ENHANCED - VPAY ONLY MICROSTATE,AD hoc,,,,,,,,,,,Non-Regulated Business Unit,Issuer and Acquirer Optional Service Elements,International ATM**
VI,3B1121001,,IMPLM-PROJ,Misc Implementation fees,ad hoc,,B,ACQ,EUR,,,,,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Implementation and Certification
VI,3F4030001,,,REVERSAL OF JULY 23 PROCESSING INTEGRITY FEE - MISUSE OF AUTHORIZATION SYSTEM,ad hoc,,B,ACQ,GBP,,,,,,,General Fee Schedule ,Mandatory Service Components,
VI,3F4030012,,,REVERSAL OF JULY 23 PROCESSING INTEGRITY FEE - UNMATCHED CLEARING - MERCH. RETURN,ad hoc,,B,ACQ,GBP,,,,,,,General Fee Schedule ,Mandatory Service Components,
VI,3J4275042,,,NON EEA REPRESENTMENT - INTRA REGIONAL SWISS,Monthly,,A,ATM,EUR,,,,,,,General Fee Schedule ,Mandatory Service Components,
VI,3J4274108,,,NON EEA INTRA-REGIONAL ATM - CASH BASE - VPAY ONLY MICROSTATE,Monthly,,A,ATM,EUR,,,,,,,General Fee Schedule ,Mandatory Service Components,
VI,3J4275223,,,NON EEA FINANCIAL REVERSAL - INTRA REGIONAL MICROSTATE,Monthly,,A,ATM,EUR,,,,,,,General Fee Schedule ,Mandatory Service Components,
VI,3B1102190,Scheme Business Unit,INV-MKTDEV,INNOVATION AND MARKET DEVELOPMENT FEE,Quarterly,Fixed,B,ACQ,EUR,,Scheme Business Unit,Mandatory Service Components,Innovation and Market Development Fee*,Charged per trx but a minimum fee will be applied if appropriate,SCHEME,General Fee Schedule,Mandatory Service Components,Innovation and Market Development Fee
VI,3C2163446,Scheme Business Unit,IMPLM-PROJ,GCT  GLOBAL CLIENT TESTING,Ad Hoc,Variable,Implemt-Proj,ALL,EUR,175,Scheme Business Unit,Optional Services,ACQUIRER DEVICE VALIDATION PACK (ADVT),Investigate which progam and passthrough,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Implementation and Certification
VI,3D2653030,Processing Fee Schedule ,AUTHORZ,AGS SWITCH FEES FOR EU – MASTERCARD SWITCHING,Monthly,Per Tx (PPT) ,,ALL,EUR,0.24,Processing Fee Schedule ,Authorization,Switching Transactions **,,,Processing Fee Schedule ,Authorization, Switching Transactions
VI,3F3529400,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,VE CROSS BORDER SERVICE ASSESSSMENT FEE,Daily,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Issuer and Acquirer Optional Service Elements,Cross Border Service Assesment Fee
VI,3F4022025,Non-Regulated Business Unit,,MULTIPLE FTSRE FEE,Monthly,Fixed,TO REVIEW,ALL,USD,275,Non-Regulated Business Unit,OPTIONAL SERVICE ELEMENTS ,FUNDS TRANSFER BEYOND ENDPOINT**,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F4023220,Non-Regulated Business Unit,Non compliant late settlement,LATE SETTLEMENT FEE,Ad Hoc,Variable,,ACQ,EUR,500,Processing Business Unit,Non-Compliance Assessments,Late Settlement **,Investigate which program and passthrough,Fine,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Late Settlement
VI,3H4095059,Scheme Business Unit,ISS 3SD2 ATTEMPT AACS,ATTEMPTED AUTHENTICATION TRANSACTION CHARGE 3-D SECURE 2.0,Monthly,Per Tx (PPT) ,B,ISS,USD,0.075,Scheme Business Unit,Mandatory Service Components **,Visa Attempt Server(AACS) Fee,,,General Fee Schedule,Mandatory Service Components,Visa Attempts Server (AACS) Fee
VI,3J4255127,Non-Regulated Business Unit,,INTRAREGIONAL VERIFICATIONS- ISSUER,Monthly,,,ISS,EUR,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Account Verification (AV),,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Account Verification (AV)
VI,3J4299588,Processing Business Unit,,ACQUIRER AUTHORISATION NON EEA INTRA VISA POS MICROSTATES,Monthly,PER TRN,,ACQ,EUR,,Non-Regulated Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,General Fee Schedule,Authorization,Authorization - Acquirer Charges
VI,3Z9901429,,,"INCENTIVE FOR CWU000055, PY1Q4,0000011271,SCHEDULE A CLAUSE 2,SCHEME PERIOD A",Ad Hoc,,B,ACQ,EUR,,,,,,,General Fee Schedule ,Mandatory Service Components,
